"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A02","A02[other]","A022","A022[other]","A01","A03","A04","A08","A08[other]","A05","A05[other]","A06","A06[other]","A07","A07[other]","A09","A09[other]","B01","B02","B03","B04","B05","B06","B07","B08","C01","D01[SQ001]","D01[SQ002]","D01[SQ003]","D01[SQ004]","D01[SQ005]","D01[SQ006]","D01[SQ007]","D01[SQ008]","D01[SQ009]","D01[SQ010]","D01[SQ011]","D01[SQ012]","D01[SQ013]","D01[SQ014]","D01[SQ015]","D01[SQ016]","D01[SQ017]","D01[SQ018]","D01[SQ019]","D01[SQ020]","D01[SQ021]","D01[SQ022]","D01[SQ023]","E01[SQ001]","E01[SQ002]","E01[SQ003]","E01[SQ004]","E01[SQ005]","E01[SQ006]","E01[SQ007]","E01[SQ008]","E01[SQ009]","E01[SQ010]","E01[SQ011]","E01[SQ012]","E01[SQ013]","E01[SQ014]","F01","F02","F03","F04[SQ001]","F04[SQ002]","F04[SQ003]","F04[SQ004]","F04[SQ005]","F04[SQ006]","F04[SQ007]","F04[SQ008]","F04[SQ009]","F04[SQ011]","F04[other]","G01[SQ001]","G01[SQ002]","G01[SQ003]","G01[SQ004]","G01[SQ005]","G01[SQ006]","G01[SQ007]","G01[SQ008]","G01[SQ009]","G01[SQ010]","G01[SQ011]","H01[SQ001]","H01[SQ002]","H01[SQ003]","H01[SQ004]","H01[SQ005]","H01[SQ006]","H01[SQ007]","H01[SQ008]","H01[SQ009]","H01[SQ010]","H01[SQ011]","H01[SQ012]","H01[SQ013]","H01[SQ014]","H01[SQ015]","H01[SQ016]","H01[SQ017]","H01[SQ018]","H01[SQ019]","H01[SQ020]","H01[SQ021]","H01[SQ022]","H01[SQ023]","I01[SQ001]","I01[SQ002]","I01[SQ003]","I01[SQ004]","I01[SQ005]","I01[SQ006]","I01[SQ007]","I01[SQ008]","II01[SQ001]","II01[SQ002]","II01[SQ003]","II01[SQ004]","II01[SQ005]","II01[SQ006]","II01[SQ007]","II01[SQ008]","II01[SQ009]","II01[SQ010]","II01[SQ011]","II01[SQ012]","J01[SQ001]","J01[SQ002]","J01[SQ003]","J01[SQ004]","J01[SQ005]","J01[SQ006]","J01[SQ007]","K01[SQ001]","K01[SQ002]","K01[SQ003]","K01[SQ004]","K01[SQ005]","K01[SQ006]","K01[SQ007]","K01[SQ008]","K01[SQ009]","K01[SQ010]","K01[SQ011]","K01[SQ012]","K01[SQ013]","K01[SQ014]","K01[SQ015]","K01[SQ016]","K01[SQ017]","K01[SQ018]","K01[SQ019]","K01[SQ020]","K01[SQ021]","L01[SQ001]","L01[SQ002]","L01[SQ003]","L01[SQ004]","L01[SQ005]","L01[SQ006]","L01[SQ007]","L02[SQ001]","L02[SQ002]","L02[SQ003]","L02[SQ004]","L02[SQ005]","L02[SQ006]","L02[SQ007]","L02[SQ008]","L03[SQ001]","L03[SQ002]","L03[SQ003]","L03[SQ004]","L03[SQ005]","L03[SQ006]","L03[SQ007]","L03[SQ008]","L04[SQ001]","L04[SQ002]","L04[SQ003]","L04[SQ004]","L04[SQ005]","L04[SQ006]","L04[SQ007]","L04[SQ008]","L04[SQ009]","L04[SQ010]","M01","M02","M03","M03[other]","M04","M05","M05[other]","M06","M07","M07[other]","M08","LL01[SQ001]","LL01[SQ002]","LL02[SQ001]","LL02[SQ002]","LL03[SQ001]","LL03[SQ002]","LL04[SQ001]","LL04[SQ002]","LL05[SQ001]","LL05[SQ002]","LL06[SQ001]","LL06[SQ002]","LL07[SQ001]","LL07[SQ002]","LL08[SQ001]","LL08[SQ002]","LL09[SQ001]","LL09[SQ002]","LL10[SQ001]","LL10[SQ002]","N01","N01[other]","N02","N02[other]","N03","N032","N033","N034","N034[other]","N04","N08","N05","N06","N07","interviewtime","groupTime5405","A02Time","A022Time","A01Time","A03Time","A04Time","A08Time","A05Time","A06Time","A07Time","A09Time","groupTime5406","B01Time","B02Time","B03Time","B04Time","B05Time","B06Time","B07Time","B08Time","groupTime5407","C01Time","groupTime5408","D01Time","groupTime5409","E01Time","groupTime5418","F01Time","F02Time","F03Time","F04Time","G01Time","groupTime5411","H01Time","groupTime5412","I01Time","groupTime5419","II01Time","groupTime5413","J01Time","groupTime5414","K01Time","groupTime5415","L01Time","L02Time","L03Time","L04Time","groupTime5416","M01Time","M02Time","M03Time","M04Time","M05Time","M06Time","M07Time","M08Time","groupTime5649","LL01Time","LL02Time","LL03Time","LL04Time","LL05Time","LL06Time","LL07Time","LL08Time","LL09Time","LL10Time","groupTime5417","N01Time","N02Time","N03Time","N032Time","N033Time","N034Time","N04Time","N08Time","N05Time","N06Time","N07Time"
"844","2021-06-24 22:43:58","15","fr","1633100201","2021-06-24 21:26:55","2021-06-24 22:43:58","A1","","A1","","2005-02-07 00:00:00","165","70","A2","","A1","","A7","","","","","","A1","A4","A4","A5","A1","A5","","","A3","A5","A5","A1","A5","A5","A5","A5","A5","A1","A4","A4","A1","A4","A4","A5","A5","A5","A5","A3","A5","A4","A5","A5","A4","A2","A2","A4","A3","A4","A2","A3","A4","A5","A4","A2","A2","A3","A1","A4","A1","","Y","","","","","","","","","","A5","A4","A5","A5","A4","A1","A3","A5","A4","A2","A3","A1","A3","A1","A5","A5","A3","A5","A1","A5","A1","A5","A1","A5","A3","A3","A1","A4","A5","A4","A5","A5","A2","A1","A1","A3","A4","A1","A5","A4","A2","","A4","A4","A3","A1","A1","A4","A2","A1","A5","A5","A2","A5","A4","A3","A5","A3","A4","A4","A4","A3","A5","A3","A4","A3","A3","A5","A2","A3","A3","A3","A5","A3","A4","A5","A4","A3","A3","A2","A3","A3","A4","A2","A2","A3","A2","A2","A1","A1","A5","A4","A1","A4","A5","A5","A5","A2","A3","A2","A3","A1","A5","A2","A5","A3","A3","A1","A5","A3","A3","A4","A1","A5","A5","A10","","","","","","","","","","","A2","A2","A1","A2","A2","A2","","A1","A2","","A1","","A1","","A1","","A1","","","A1","A3","","A3","","A2","Y","","","","A1","","mimidap45@icloud.com","A1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"845","","8","fr","363629963","2021-06-25 01:04:19","2021-06-25 01:29:56","A1","","A1","","2001-01-01 00:00:00","168","50","-oth-","Par lien direct d'une étudiante de l'université","A2","","","","A3","","A1","","A4","A4","A4","A3","A1","A7","","","A3","","","","","","","","","","","","","","","","","","","","","","","","A5","A2","A2","A5","A5","A4","A1","A2","A2","A4","A10","A5","A3","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","A3","A4","A5","A4","A3","A4","","","","","","","","","","","","","","A5","A4","A4","A3","A1","A3","A2","A4","A4","A3","A4","A4","A3","A3","A2","A4","A3","A1","A3","A5","A4","A3","A4","A2","A1","A5","A3","A4","A1","A3","A5","A5","A1","A1","A4","A3","A3","A2","A2","A1","A2","A5","A4","A2","A4","A2","A2","A3","A4","A1","A2","A4","A1","A3","A4","A1","A4","A4","A5","A5","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"846","2021-06-26 18:35:38","15","fr","191422428","2021-06-26 18:06:21","2021-06-26 18:35:38","A1","","A1","","2004-11-10 00:00:00","170","64","A2","","A1","","A8","","","","","","A1","A4","A3","A5","A1","A7","","","A2","A4","A5","A4","A1","A4","A1","A5","A5","A1","A1","A2","A5","A3","A4","A4","A1","A4","A5","A1","A3","A2","A5","A1","A1","A4","A5","A5","A2","A4","A4","A1","A3","A3","A5","A2","A5","A5","A1","A2","A2","Y","","","","Y","","","","","","","A2","A2","A1","A2","A1","A3","A1","A1","A1","A1","A1","A3","A4","A4","A4","A1","A4","A4","A2","A4","A2","A1","A4","A2","A4","A4","A2","A2","A4","A4","A4","A2","A3","A2","A2","A3","A3","A4","A2","A4","A5","","A4","A2","A2","A2","A1","A2","A1","A4","A2","A5","A4","A2","A4","A5","A4","A4","A1","A1","A1","A3","A5","A3","A5","A5","A5","A5","A1","A2","A4","A1","A3","A2","A5","A2","A2","A2","A3","A5","A4","A5","A1","A3","A5","A1","A4","A1","A5","A4","A5","A3","A3","A5","A5","A4","A5","A1","A5","A5","A4","A1","A3","A5","A5","A5","A1","A4","A5","A3","A2","A4","A5","A1","A5","A2","","","","","","","","","","","","A1","A1","","","A1","","A1","","A1","A1","","","A1","","A1","","A1","A1","","A3","","A4","","A3","Y","","","","A3","33","Boubou.miam57@gmail.com","A1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"847","","8","fr","95307472","2021-06-28 10:26:29","2021-06-28 10:45:17","A2","","A2","","2005-05-24 00:00:00","185","70","A3","","A1","","A7","","","","","","A4","A3","A2","","","","A2","A4","A3","A3","A3","A3","A2","A3","A5","A5","A3","A2","A4","A5","A4","A3","A5","A3","A3","A5","A3","A5","A3","A5","A3","A1","","","","","","","","","","","","","","","A1","A3","A4","","Y","","","Y","","Y","","","","","A5","A4","A3","A4","A2","A4","A4","A2","A3","A2","A2","A3","A3","A5","A2","A3","A4","A5","A3","A5","A3","A4","A4","A3","A3","A3","A2","A2","A1","A1","A3","A4","A5","A3","A2","A3","A3","A4","A2","A4","A2","","","","","","","","","","","","","","A3","A1","A2","A4","A3","A1","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"848","","3","fr","89102740","2021-06-28 12:10:56","2021-06-28 21:51:28","A1","","A1","","2003-05-11 00:00:00","159","63","A3","","A1","","A9","","","","","","A4","A4","A3","A4","A1","A7","","","A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","A3","A5","","","","Y","Y","","","Y","","","","A5","A3","A4","A4","A1","A4","A3","A1","A4","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","A5","A5","A5","A5","A5","A5","A4","A5","A4","A5","A4","A4","A4","A1","A3","A4","A5","A5","A5","A5","A5","A4","A4","A5","A5","A5","A5","A4","A4","A5","A5","A1","A1","A4","A3","A4","A2","A3","A1","A2","A4","A2","A3","A5","A1","A4","A1","A5","A3","A3","A4","A1","A4","A3","A1","A3","A1","A4","A4","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"849","2021-06-29 17:09:54","15","fr","277334017","2021-06-29 16:38:56","2021-06-29 17:09:54","A1","","A1","","2000-04-20 00:00:00","170","54","A6","","A2","","","","A3","","A5","","A4","A4","A4","A5","A1","A8","","","A3","A5","A4","A10","A5","A5","A2","A5","A5","A2","A4","A3","A2","A4","A4","A2","A3","A5","A2","A4","A4","A3","A2","A4","A5","A2","A1","A5","A5","A5","A1","A3","A1","A4","A5","A4","A2","A5","A2","","","","","","","","","","","","","","A1","A1","A1","A1","A1","A1","A1","A1","A1","A1","A1","A3","A3","A4","A1","A2","A4","A2","A5","A4","A5","A3","A2","A3","A10","A3","A4","A2","A1","A1","A4","A3","A4","A2","A4","A3","A3","A2","A4","A4","A3","","A1","A2","A5","A2","A1","A2","A4","A10","A2","A5","A3","A3","A4","A1","A4","A4","A3","A1","A10","A3","A10","A1","A2","A3","A3","A4","A4","A5","A3","A1","A3","A2","A1","A4","A3","A1","A1","A4","A10","A4","A5","A10","A5","A4","A4","A1","A2","A3","A4","A2","A2","A2","A4","A5","A2","A1","A5","A4","A2","A2","A5","A1","A2","A4","A5","A3","A4","A3","A3","A4","A3","A4","A4","A2","","","","","","","","","","","A2","A2","","","","","A2","A1","A2","","A1","A2","","","A1","A2","A2","A1","A1","","A7","","A4","","A2","Y","","","","A1","","","A2","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","2021-06-29 19:06:42","15","fr","327843095","2021-06-29 18:18:50","2021-06-29 19:06:42","A1","","A1","","2006-02-07 00:00:00","175","55","-oth-","Ma soeur","A1","","A6","","","","","","A3","A4","A2","A4","A1","A6","","","A3","A5","A3","A10","A3","A4","A2","A5","A5","A1","A2","A10","A4","A5","A2","A3","A4","A4","A5","A2","A5","A2","A10","A2","A4","A2","A2","A3","A5","A5","A2","A2","A1","A5","A5","A5","A4","A4","A1","A3","A3","","Y","","Y","Y","","","Y","","","","A3","A1","A3","A3","A1","A1","A1","A1","A3","A1","A2","A3","A4","A4","A1","A3","A4","A2","A5","A1","A5","A1","A4","A2","A5","A5","A4","A1","A1","A1","A4","A2","A4","A4","A3","A2","A2","A3","A2","A3","A4","","A1","A1","A2","A4","A1","A1","A1","A5","A1","A5","A2","A1","A2","A5","A4","A5","A3","A4","A5","A5","A5","A5","A4","A5","A4","A4","A2","A4","A4","A4","A3","A5","A5","A5","A4","A4","A5","A5","A10","A5","A5","A1","A5","A1","A2","A2","A4","A3","A3","A1","A3","A1","A3","A5","A2","A1","A5","A1","A3","A1","A4","A1","A4","A5","A2","A4","A5","A1","A1","A1","A2","A2","A2","A1","A1","-oth-","Le haut du dos","A3","","","","","","","","A2","A1","","A2","","","A1","","A1","A1","","","A1","","A2","","A1","A1","","A7","","A4","","A2","Y","","","","A1","13530","","A2","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"851","","4","fr","1138594598","2021-07-01 17:34:19","2021-07-01 17:46:41","A2","","A2","","2004-07-09 00:00:00","175","61","A2","","A1","","A8","","","","","","A10","A3","A3","","","","A2","A4","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","A11","A4","A1","A10","A2","A4","A5","A10","A5","A1","A11","A2","A3","A4","A5","A2","A1","A1","A5","A2","A3","A10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"852","","0","fr","1783298769","2021-07-02 08:28:30","2021-07-02 08:28:30","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"853","2021-07-06 13:30:37","15","fr","1854991514","2021-07-06 13:08:14","2021-07-06 13:30:37","A1","","A1","","1998-09-07 00:00:00","161","62","A1","","-oth-","Université","","","","","","","A4","A4","A3","A3","A1","A7","","","A4","A5","A5","A2","A5","A5","A5","A5","A5","A2","A5","A5","A1","A5","A4","A5","A5","A5","A5","A5","A4","A3","A5","A3","A4","A4","A3","A5","A5","A5","A2","A2","A2","A5","A5","A4","A3","A2","A1","A4","A3","Y","Y","Y","Y","Y","","Y","","","","","A5","A5","A5","A5","A3","A3","A4","A5","A4","A3","A4","A3","A4","A1","A5","A4","A2","A5","A1","A4","A1","A4","A4","A5","A1","A1","A2","A4","A5","A4","A1","A5","A1","A2","A1","A3","A2","A1","A5","A5","A1","","A1","A1","A1","A3","A1","A2","A3","A3","A3","A5","A2","A4","A3","A2","A4","A3","A4","A4","A4","A3","A5","A2","A5","A4","A3","A4","A5","A5","A2","A4","A5","A4","A4","A4","A5","A5","A5","A2","A10","A5","A3","A1","A2","A3","A3","A2","A5","A4","A3","A4","A2","A3","A3","A5","A5","A5","A5","A1","A3","A1","A3","A1","A1","A4","A1","A1","A4","A4","A5","A4","A1","A4","A5","A2","","","","","","","","","","","","A1","A1","","","A1","","A1","","A2","A1","","","A1","A2","","","A1","A1","","A10","","A10","","A2","Y","","","","A1","13","mals.martinez13@gmail.com","A1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"854","","0","fr","806045083","2021-07-08 21:55:33","2021-07-08 21:55:33","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"855","","7","fr","1198033292","2021-07-13 00:02:45","2021-07-13 00:12:34","A2","","A2","","1999-12-10 00:00:00","190","90","A4","","A2","","","","A4","","A5","","A4","A4","A3","","","","A3","A4","A1","A5","A5","A2","A5","A5","A5","A5","A5","A1","A5","A5","A1","A3","A4","A5","A5","A5","A5","A5","A3","A5","A5","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","A4","A4","A1","A2","A2","A2","A4","A4","A5","A2","A4","A4","A5","A3","A4","A4","A4","A5","A4","A5","A10","A4","A5","A3","A4","A3","A4","A2","A3","A4","A4","A4","A4","A2","A2","A2","A1","A2","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"856","","0","fr","2032277649","2021-07-13 05:42:21","2021-07-13 05:42:21","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"857","","0","fr","1001144361","2021-07-17 21:39:55","2021-07-17 21:39:55","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"858","2021-07-20 11:14:12","15","fr","1293587782","2021-07-20 10:46:37","2021-07-20 11:14:12","A1","","A1","","1999-08-06 00:00:00","169","58","-oth-","par Lisa Raoul","A2","","","","A5","","A5","","A4","A4","A4","A5","A1","A5","","","A2","A4","A5","A1","A4","A5","A5","A4","A3","A1","A3","A4","A2","A5","A5","A5","A3","A5","A5","A5","A5","A5","A5","A4","A4","A1","A1","A4","A4","A4","A1","A2","A1","A5","A5","A4","A4","A5","A1","A4","A3","Y","Y","","Y","Y","","","Y","","","","A5","A4","A3","A4","A4","A4","A4","A3","A2","A1","A1","A3","A4","A2","A3","A3","A2","A5","A5","A4","A5","A4","A4","A4","A2","A2","A5","A4","A1","A1","A4","A5","A3","A2","A2","A4","A3","A2","A4","A4","A1","","A2","A3","A5","A2","A2","A4","A3","A3","A2","A5","A1","A5","A4","A4","A4","A5","A5","A4","A5","A4","A5","A4","A3","A2","A2","A2","A4","A5","A2","A4","A5","A4","A4","A4","A4","A3","A3","A2","A3","A4","A2","A4","A3","A3","A5","A1","A3","A2","A5","A4","A2","A5","A5","A5","A5","A3","A5","A1","A2","A1","A5","A2","A2","A4","A2","A2","A5","A3","A2","A4","A3","A2","A3","A2","","","","","","","","","","","A2","A1","A1","A2","A2","A1","A2","A1","A1","A2","A1","A2","A2","A1","A2","A1","A2","A1","A1","A2","A4","","A4","","A2","Y","","","","A1","67540","victorine.artot@etu.unistra.fr","A1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"859","2021-07-20 11:51:37","15","fr","355762058","2021-07-20 11:24:25","2021-07-20 11:51:37","A1","","A1","","1999-01-10 00:00:00","169","53","A2","","A2","","","","A5","","A5","","A4","A4","A4","A5","A1","A6","","","A2","A4","A4","A1","A5","A4","A4","A4","A3","A1","A2","A4","A2","A5","A3","A3","A2","A4","A5","A4","A4","A4","A3","A4","A3","A3","A2","A2","A4","A4","A1","A3","A1","A5","A3","A4","A4","A3","A1","A4","A2","Y","Y","Y","Y","Y","","Y","Y","","","","A5","A5","A5","A5","A5","A5","A4","A1","A4","A1","A3","A3","A3","A4","A1","A2","A4","A3","A5","A4","A5","A4","A3","A2","A4","A4","A4","A2","A1","A1","A2","A4","A3","A2","A4","A2","A4","A2","A4","A4","A2","","A1","A1","A5","A1","A1","A1","A3","A2","A1","A5","A2","A2","A2","A3","A4","A4","A5","A3","A1","A3","A4","A2","A4","A2","A2","A2","A4","A4","A2","A4","A3","A2","A3","A4","A5","A3","A4","A4","A4","A4","A4","A2","A4","A2","A3","A1","A3","A2","A3","A3","A3","A3","A3","A5","A1","A3","A4","A1","A4","A1","A4","A1","A3","A2","A1","A3","A4","A3","A3","A3","A2","A3","A3","A2","","","","","","","","","","","","A2","A1","","","A1","A2","","A2","","A1","","","A2","A2","","","A1","A1","","A7","","A7","","A2","Y","","","","A1","88600","marilou940@gmail.com","A1","Je trouve cela dommage que les questions sont toujours orientées sur le poids, et non pas d'autres caractéristiques physique comme la peau, les cheveux, etc. 
On peut être mal dans son corps ou ne pas aimer son physique tout en aimant le poids qu'on fait.","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","","3","fr","990665637","2021-07-20 11:48:11","2021-07-20 11:52:22","A2","","A2","","1999-09-09 00:00:00","187","70","A2","","A2","","","","A6","","A4","","A4","A4","A4","","","","A4","A4","A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
